Group,Year,Month,State,Condition.Group,Condition,ICD10_codes,Age.Group,COVID.19.Deaths,Number.of.Mentions,Flag,TotalPopulation
By Year,2020,-1,Massachusetts,Diabetes,Diabetes,E10-E14,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,994871
By Year,2021,-1,Massachusetts,Diabetes,Diabetes,E10-E14,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,981999
By Year,2020,-1,Massachusetts,Diabetes,Diabetes,E10-E14,35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,882667
By Year,2021,-1,Massachusetts,Diabetes,Diabetes,E10-E14,35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,894485
By Year,2020,-1,Massachusetts,Diabetes,Diabetes,E10-E14,45-54,28,28,NA,896231
By Year,2021,-1,Massachusetts,Diabetes,Diabetes,E10-E14,45-54,27,27,NA,874311
By Year,2020,-1,Massachusetts,Diabetes,Diabetes,E10-E14,55-64,83,84,NA,966785
By Year,2021,-1,Massachusetts,Diabetes,Diabetes,E10-E14,55-64,72,72,NA,962634
By Year,2020,-1,Massachusetts,Diabetes,Diabetes,E10-E14,65-74,185,189,NA,701184
By Year,2021,-1,Massachusetts,Diabetes,Diabetes,E10-E14,65-74,124,124,NA,724102
By Year,2020,-1,Massachusetts,Diabetes,Diabetes,E10-E14,75-84,242,243,NA,340637
By Year,2021,-1,Massachusetts,Diabetes,Diabetes,E10-E14,75-84,150,151,NA,349013
By Year,2020,-1,Massachusetts,Diabetes,Diabetes,E10-E14,85+,328,329,NA,154018
By Year,2021,-1,Massachusetts,Diabetes,Diabetes,E10-E14,85+,106,106,NA,150346
By Year,2020,-1,Massachusetts,Diabetes,Diabetes,E10-E14,All Ages,871,878,NA,NA
By Year,2021,-1,Massachusetts,Diabetes,Diabetes,E10-E14,All Ages,490,492,NA,NA
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2059336
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2052800
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,994871
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,25-34,11,11,NA,981999
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,35-44,10,10,NA,882667
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,35-44,17,17,NA,894485
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,45-54,10,11,NA,896231
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,45-54,28,28,NA,874311
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,55-64,36,36,NA,966785
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,55-64,38,38,NA,962634
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,65-74,39,39,NA,701184
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,65-74,47,47,NA,724102
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,75-84,20,20,NA,340637
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,75-84,26,26,NA,349013
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,85+,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,154018
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,85+,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,150346
By Year,2020,-1,Massachusetts,Obesity,Obesity,E65-E68,All Ages,128,129,NA,NA
By Year,2021,-1,Massachusetts,Obesity,Obesity,E65-E68,All Ages,176,176,NA,NA
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,NA,2059336
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,NA,2052800
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,NA,994871
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,NA,981999
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,NA,882667
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,NA,894485
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,NA,896231
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,45-54,0,0,NA,874311
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,55-64,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,966785
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,55-64,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,962634
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,65-74,25,25,NA,701184
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,65-74,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,724102
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,75-84,92,92,NA,340637
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,75-84,23,23,NA,349013
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,85+,215,215,NA,154018
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,85+,61,61,NA,150346
By Year,2020,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,All Ages,338,338,NA,NA
By Year,2021,-1,Massachusetts,Alzheimer disease,Alzheimer disease,G30,All Ages,87,87,NA,NA
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,NA,2059336
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,NA,2052800
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,NA,994871
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,NA,981999
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,NA,882667
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,NA,894485
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,896231
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0,0,NA,874311
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,24,24,NA,966785
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,962634
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,135,135,NA,701184
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,36,36,NA,724102
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,483,484,NA,340637
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,108,108,NA,349013
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,1359,1360,NA,154018
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,345,345,NA,150346
By Year,2020,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,2004,2006,NA,NA
By Year,2021,-1,Massachusetts,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,493,493,NA,NA
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,0-24,0,0,NA,2059336
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,0-24,0,0,NA,2052800
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,994871
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,981999
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,882667
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,894485
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,45-54,23,23,NA,896231
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,45-54,43,45,NA,874311
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,55-64,91,91,NA,966785
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,55-64,117,121,NA,962634
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,65-74,197,205,NA,701184
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,65-74,187,201,NA,724102
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,75-84,260,276,NA,340637
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,75-84,193,209,NA,349013
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,85+,347,373,NA,154018
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,85+,220,237,NA,150346
By Year,2020,-1,Massachusetts,Renal failure,Renal failure,N17-N19,All Ages,926,977,NA,NA
By Year,2021,-1,Massachusetts,Renal failure,Renal failure,N17-N19,All Ages,771,824,NA,NA
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2059336
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2052800
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,994871
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,5,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,981999
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,5,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,882667
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,894485
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,5,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,896231
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,5,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,874311
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,23,53,NA,966785
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,19,34,NA,962634
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,30,57,NA,701184
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,38,63,NA,724102
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,41,85,NA,340637
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,36,62,NA,349013
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,73,151,NA,154018
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,58,117,NA,150346
By Year,2020,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,183,383,NA,NA
By Year,2021,-1,Massachusetts,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,167,315,NA,NA
By Year,2020,-1,Massachusetts,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,5,NA,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,2059336
By Year,2021,-1,Massachusetts,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,14,22,NA,2052800
By Year,2020,-1,Massachusetts,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,16,21,NA,994871
By Year,2021,-1,Massachusetts,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,26,37,NA,981999
