"Group","Year","Month","State","Condition.Group","Condition","ICD10_codes","Age.Group","COVID.19.Deaths","Number.of.Mentions","Flag"
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24",0,0,""
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34",5,17,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34",14,38,""
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",16,49,""
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",5,15,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",24,53,""
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64",5,15,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64",25,57,""
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",12,21,""
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",33,56,""
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84",11,23,""
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84",15,22,""
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",14,27,""
"By Year",2020,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",48,104,""
"By Year",2021,-1,"New Mexico","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","All Ages",143,311,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24",13,17,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34",24,34,""
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34",40,59,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44",38,65,""
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44",72,115,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54",78,111,""
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54",124,182,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64",133,188,""
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64",212,333,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","65-74",189,286,""
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","65-74",277,432,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","75-84",213,289,""
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","75-84",242,326,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","85+",191,258,""
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","85+",195,301,""
"By Year",2020,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",871,1237,""
"By Year",2021,-1,"New Mexico","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","All Ages",1175,1765,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","0-24",28,28,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","25-34",61,61,""
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","25-34",100,100,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","35-44",114,114,""
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","35-44",251,251,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","45-54",212,212,""
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","45-54",419,419,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","55-64",424,424,""
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","55-64",709,709,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","65-74",655,655,""
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","65-74",902,902,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","75-84",726,726,""
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","75-84",739,739,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","85+",682,682,""
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","85+",557,557,""
"By Year",2020,-1,"New Mexico","COVID-19","COVID-19","U071","All Ages",2884,2884,""
"By Year",2021,-1,"New Mexico","COVID-19","COVID-19","U071","All Ages",3705,3705,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","0-24",13,13,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","25-34",40,41,""
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","25-34",39,39,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","35-44",94,96,""
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","35-44",124,126,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","45-54",299,301,""
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","45-54",351,362,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","55-64",829,837,""
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","55-64",920,942,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","65-74",1434,1444,""
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","65-74",1438,1464,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","75-84",1868,1885,""
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","75-84",1693,1732,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","85+",2366,2377,""
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","85+",1751,1771,""
"By Year",2020,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",6941,6992,""
"By Year",2021,-1,"New York","Respiratory diseases","Influenza and pneumonia","J09-J18","All Ages",6330,6450,""
"By Year",2020,-1,"New York","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New York","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","0-24",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"New York","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2021,-1,"New York","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","25-34",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"By Year",2020,-1,"New York","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","35-44",5,NA,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
